,name,phone,address,rating,description,main_tag,sub_tag
194,IFM Mobile Service Hub,9645777001,"Rajaji Road, Calicut View Location","5 out of 5, based on user votes","This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Calicut. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment ga... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service
195,Himax mobile,95440 52123,"Mavoor road, Calicut View Location",Be the first one to rate,Mobile accessories wholesale& retail Mobile repair service Mobile phone sale .,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile Accessories,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile Accessories
196,Cell Care Mobile Service Center,9995487186,"Thiruvalla, Pathanamthitta View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Pathanamthitta. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establish... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service
197,AEON Digital Hub,8547282930 04792412829,"Haripad, Alleppey View Location",Be the first one to rate,"Aeon mobiles' first platform (shop) was established on 10th september 2016, saturday at Chakkalayil buildings, near Kumarapuram panchayat office, Haripad. Later on after three and half years we have shifted our showroom to Akhil buildings (opposite to previous shop)and we renamed it as ""AEON DIGITAL HUB""","Also listed In Mobile Phone Mobile Accessories Mobile Care Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Accessories Shop Mobile Phone Chargers Mobile Phone Distributors Mobile Phone Servicing Mobile Phone Shop Mobile, Internet, Computer And Dtp","Also listed In Mobile Phone Mobile Accessories Mobile Care Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Accessories Shop Mobile Phone Chargers Mobile Phone Distributors Mobile Phone Servicing Mobile Phone Shop Mobile, Internet, Computer And Dtp"
198,Nano Tech,9633585050,"Pulamon, Kollam View Location",Be the first one to rate,"Nanotech in Kollam is one of the leading businesses in the Mobile Phone Dealers. Also known for Mobile Phone Dealers, Mobile Phone Repair & Services, Mobile Phone Dealers-Samsung, Mobile Phone Dealers-MI, Mobile Phone Dealers-Oppo, Mobile Phone Dealers-Nokia, Mobile Phone Memory Card Dealers and much more. Find Address, Contact Number... + More",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Accessories Mobile Care Mobile phone accessories Mobile Phone Servicing Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Accessories Mobile Care Mobile phone accessories Mobile Phone Servicing Mobile Phone Shop Sales and Service
199,O2 Mobiles,9846180920,"Vyttila, Ernakulam View Location",Be the first one to rate,"O2 Mobiles in Ernakulam. Mobile Phone Dealers with Address, Contact Number, Photos, Maps. View O2 Mobiles, Ernakulam on Justdial. A dealer of mobiles and tablets, O2 Mobiles in Vyttila has been providing an extraordinary service to the citizens ever since its establishment in 2015. Making available a wide range of mobiles and tablets o... + More",Also listed In Mobile Phone Mobile Accessories Mobile Phone Distributors Mobile Phone Shop,Also listed In Mobile Phone Mobile Accessories Mobile Phone Distributors Mobile Phone Shop
200,Alleppey Mobiles,9847592174 0477 2254699 0477 2237337,"Alleppey, Alleppey View Location",Be the first one to rate,"Mobiles, Laptop,LED TV(Sales & Service). Mobile Accessories, Mobile Charger and Adapter, Second hand mobile phones available. Laptop sales & service",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Accessories Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Accessories Shop Mobile Phone Batteries Mobile Phone Chargers Mobile Phone Distributors Mobile Phone Servicing Mobile Phone Shop,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Accessories Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Accessories Shop Mobile Phone Batteries Mobile Phone Chargers Mobile Phone Distributors Mobile Phone Servicing Mobile Phone Shop
201,J J Mobiles,7012000696 9207000696,"Manjadi, Pathanamthitta View Location",Be the first one to rate,Mobile phone shop,Also listed In Mobile Phone Mobile & D2h Rechaging Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile & D2h Rechaging Mobile Phone Servicing Sales and Service
202,Cellular Mobiles,7034034842,"Anchalummood, Kollam View Location",Be the first one to rate,Mobile phones shop.,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service
203,Sudhamritham Digital Hub,8589060060 9946481335,"Koyilandy, Calicut View Location",Be the first one to rate,Mobile phones shop.,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service
204,All mobile solutions,9995322001,"Nr. High School Jn., Kollam View Location",Be the first one to rate,Mobile phone service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Sales and Service
205,Ifix Phone Repair,6235394745,"Pathanamthitta, Pathanamthitta View Location","5 out of 5, based on user votes",Mobile phone repair,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Accessories Shop apple service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Accessories Shop apple service
206,Fonez,9388212345,"Statue, Trivandrum View Location","5 out of 5, based on user votes",,Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
207,Twins Mobiles,9895240850,"Pattom, Trivandrum View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
208,Venus Mobiles,9388866606,"Thirumala, Trivandrum View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
209,Karthika Electronics and Digital hub,9947977788 04682211266 9447595344,"Kozhencherry, Pathanamthitta View Location",Be the first one to rate,"Electronics and Digital hub.. This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Pathanamthitta. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and servi... + More",Also listed In Mobile Phone Mobile & D2h Rechaging Mobile Accessories Mobile Chargers & Adaptor Mobile Phone Accessories Shop Mobile Phone Shop Mobiles & Electronics Sales and Service,Also listed In Mobile Phone Mobile & D2h Rechaging Mobile Accessories Mobile Chargers & Adaptor Mobile Phone Accessories Shop Mobile Phone Shop Mobiles & Electronics Sales and Service
210,Mi Store,7356643666 04714050287,"Vellayambalam, Trivandrum View Location",Be the first one to rate,"We Deal with Xiaomi Original Products Like , Redmi Phones , Mi TV , Mi Original Accessories With Warrenty...",Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
211,MI STORE RAMANATTUKARA,9544666107 9400345485,"Ramanattukara, Calicut View Location",Be the first one to rate,"Xiaomi was founded in 2010 by serial entrepreneur Lei Jun based on the vision “innovation for everyone”. We believe that high-quality products built with cutting-edge technology should be made accessible to everyone. We create remarkable hardware, software, and Internet services for and with the help of our Mi fans. We incorporate thei... + More","Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Accessories Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Accessories Shop Mobile Phone Chargers Mobile Phone Shop Mobile, Internet, Computer And Dtp Mobiles & Electronics Sales and Service","Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Accessories Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Accessories Shop Mobile Phone Chargers Mobile Phone Shop Mobile, Internet, Computer And Dtp Mobiles & Electronics Sales and Service"
212,INCELL Mobiles,9961474777 9744003999 9207647777,"Ettumanoor, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of Branded Mobiles Phones, Spares and Accessories Etc... We undertake mobile Servicing &Repairing Works,Recharge Coupons,New Mobile Connections, Head Phones, Bluetooth headsets, Wireless Speakers, Mobile phone covers,Batteries, etc.",Also listed In Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Mobile phone accessories Sales and Service
213,MOBILEMART,9142448844 04844044443 9142213141,"Kaloor, Ernakulam View Location",Be the first one to rate,"Welcome to the all new World of Mobile Mart, south India’s most trusted digital establishment that makes your life better through technology and change the way you buy, by unboxing an online shopping experience you have been missing for so long. Having started the journey in 2017 , we maximised the showroom connectivity, to become the one... + More",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
214,Amigos Communications,9846780036,"Kuravilangad, Kottayam View Location",Be the first one to rate,Mobilephone Servicing Centre,Also listed In Mobile Phone Mobile Phone Servicing Mobile Accessories,Also listed In Mobile Phone Mobile Phone Servicing Mobile Accessories
215,A 2 Z Mobile Accessories,8301800100,"Caltex, Kannur View Location",Be the first one to rate,Mobile Phone shop. Dealers of all branded mobiles and Accessories. All types of Mobile Servicing and Recharging,Also listed In Mobile Phone Mobile phone accessories Mobile Phone Shop,Also listed In Mobile Phone Mobile phone accessories Mobile Phone Shop
216,Prabha Enterprises,9562002111 0495 2360746,"Calicut, Calicut View Location",Be the first one to rate,"Computerised Servicing Centre of Smartphones, Tablets, China Phone Etc............",Also listed In Mobile Phone Mobile Phone Servicing,Also listed In Mobile Phone Mobile Phone Servicing
217,G Hub,8137883344 04862-222782,"Thodupuzha, Idukki View Location",Be the first one to rate,Mobile phone shop,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Phone Accessories Shop,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Phone Accessories Shop
218,MOBILE CARE,9946210080,"Kothamangalam, Ernakulam View Location",Be the first one to rate,"Mobile care - Branded mobiles, second hand mobiles, mobile accessories, mobile phone servicing, mobile phone distributors etc",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service
219,Kadavarath,9645020559 9645020559,"Chalissery, Palakkad View Location",Be the first one to rate,Mobiles Sales & Service,Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
220,Grand Mobiles,9895112432 9847071112,"Pulimoodu Jn, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all Branded Mobiles and Accessories. All types of Mobile Servicing and Recharging,New Mobile Connections, Etc",Also listed In Mobile Phone Mobile Accessories Mobile Chargers & Adaptor Mobile phone accessories,Also listed In Mobile Phone Mobile Accessories Mobile Chargers & Adaptor Mobile phone accessories
221,Next Mobiles & Electronics,9562214375,"Karukachal, Kottayam View Location",Be the first one to rate,"Mobile phone & Electronics Shop. Dealers and computerised repairing and service centre of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.Authorised dealers of Reliance Jio, Micromax, Lava, Samsung, Lenovo, Nokia, Intex & Oppo. All ... + More",Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing Mobiles & Electronics,Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing Mobiles & Electronics
222,Hi- Tech Mobiles,9746244628,"Puthuppally, Kottayam View Location",Be the first one to rate,"Mobile Phone unlocking, formatting, Soft ware, Tab Servicing, modern unlocking and other mobile phones services",Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing,Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing
223,4G Mobiles,9747686436 0483-2724466,"Edavannappara, Malappuram View Location","4.5 out of 5, based on user votes",Mobile Phone sales and Service,Also listed In Mobile Phone Sales and Service,Also listed In Mobile Phone Sales and Service
224,3 G Mobiles,9744288054,"Kothamangalam, Ernakulam View Location",Be the first one to rate,"Mobile Shop. All kinds of branded Mobilephones sales, Service and Accessories. computerised Mobile Servicing and Recharge Coupons are Available",Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service
225,MOBILE CARE SALES & SERVICE,9740108363,"Ernakulam Town, Ernakulam View Location",Be the first one to rate,MOBILE CARE SALES & SERVICE,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop
226,Cityfones,9387003300,"Kollam, Kollam View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing
227,i7 Mobiles,9496607907,"Kumarapuram, Trivandrum View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
228,Onyx Mobile Shop,9895074243,"Neyyattinkara, Trivandrum View Location",Be the first one to rate,"Mobile Shop. Dealers of all types of mobilephones. Sales, service and accessories of all kinds of mobilephones available.",Also listed In Mobile Phone Sales and Service Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop,Also listed In Mobile Phone Sales and Service Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop
229,CHINA CITY,9037070703 9037060703,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,Tab and Mobile Servicing center,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop
230,Selfie Mobile Showroom,7012578411 9995342324,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,Mobile Showroom,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile phone accessories
231,Mobile store,9895656127 7293036364,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Phone Servicing Mobile & D2h Rechaging Mobile Care,Also listed In Mobile Phone Mobile Phone Servicing Mobile & D2h Rechaging Mobile Care
232,Pouch World,9072863763,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Batteries Mobile Care,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Batteries Mobile Care
233,Mobiles Mobile Shop,9072563763,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,Mobile Shop,"Also listed In Mobile Phone Sales and Service Mobile, Internet, Computer And Dtp","Also listed In Mobile Phone Sales and Service Mobile, Internet, Computer And Dtp"
234,Krisha Telecom,9080779710 9567615051,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,Mobile shop,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Chargers Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Chargers Sales and Service
235,White Line,8129129310,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,Mobiles AND Watches,Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Mobile Phone Shop
236,Fone Zone,9995547722,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,The complete mobile care Hospital,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Batteries Mobiles & Electronics,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Batteries Mobiles & Electronics
237,Cell Point Mobile Shop,9995919057,"Neyyattinkara, Trivandrum View Location",Be the first one to rate,"Mobile phone Shop. Dealers of all types of mobile phones. All kinds of mobilephones sales, service and accessories available.",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop
238,Sona Agencies,0471 2222368,"Neyyattinkara, Trivandrum View Location",Be the first one to rate,"A dealer of mobiles and tablets, Sona Agencies in Neyyattinkara has been providing an extraordinary service to the citizens ever since its establishment in 2005. Making available a wide range of mobiles and tablets of all renowned national and international brands such as OPPO, Apple, Gionee, Sony, Samsung, Vivo, XOLO, Google, Honor, HTC,... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Batteries Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Batteries Sales and Service
239,Phone City,8089990909,"Pazhavangadi, Pathanamthitta View Location",Be the first one to rate,Mobile shop,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Mobiles & Electronics,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Mobiles & Electronics
240,Moove And Talk,9995803575,"Anchuthengu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile phone accessories Mobile Accessories,Also listed In Mobile Phone Mobile phone accessories Mobile Accessories
241,Renom Mobil Shop,9539543081,"Anchuthengu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Shop Sales and Service
242,M C Mobile City,9526070921,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Sales and Service Mobile phone accessories Mobile Accessories,Also listed In Mobile Phone Sales and Service Mobile phone accessories Mobile Accessories
243,Xcell Spares Mobile Shop,9746299989 9995124416,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories Mobile Accessories,Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories Mobile Accessories
244,Little Star Mobile Phone Sales Service,9446413366 9495746611,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile Accessories,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile Accessories
245,Twins Mobiles,9847541116 0471-4062511,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Sales and Service Mobile phone accessories,Also listed In Mobile Phone Sales and Service Mobile phone accessories
246,Fone Mate Mobil Sales And Service,7012022170 9037779797,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,* Mobile Phone Dealers * Mobile Phone Dealers-Samsung * Mobile Phone Battery Dealers * Mobile Phone Dealers-Huawei * Mobile Phone Dealers-Vivo * Mobile Phone Dealers-Oppo * Mobile Phone Dealers-Gionee * Mobile Phone Dealers-Lenovo * Mobile Phone Dealers-Nokia * Mobile Phone Dealers-Micromax,Also listed In Mobile Phone Mobile Phone Servicing Mobile phone accessories Mobile Phone Distributors,Also listed In Mobile Phone Mobile Phone Servicing Mobile phone accessories Mobile Phone Distributors
247,Aymen Mobiles Sales & Service,7511161339,"Pazhavangadi, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories
248,Smart Fix Mobiles Sales & Services,8137911914,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"We Repair At crak Screen, Lcd Failure, Water Damage, Phone Doesn't Turn On, Charge Microphone, Speaker Failure, Software Updating, Phone Unlocking.",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories
249,I - Tech Mobile Service Point,7736511332,"Thampanoor, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Sales and Service
250,S P Mobiles,0471-4853403,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,* Mobile Phone Repair & Services-Vivo * Mobile Phone Repair & Services * Mobile Phone Repair & Services-iPhone * Mobile Phone Repair & Services-Micromax * Second Hand Mobile Phone Dealers * Mobile Phone Repair & Services-Blackberry * Mobile Phone Repair & Services-Nokia * Mobile Phone Repair & Ser... + More,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Branded Mobile & Second Hand Mobile Phone,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Branded Mobile & Second Hand Mobile Phone
251,Q Mobile Shop,8111933613,"Peroorkada, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Servicing,Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Servicing
252,Devika Communication,8086494129,"Attingal, Trivandrum View Location",Be the first one to rate,"Mobile phone sales & Service, Recharge Coupon Easy Charge, Dish Recharge, Mobile Accessories available.",Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile Phone Servicing Sales and Service
253,Oiva Solutions,9846667155 0471-4000551,"Thampanoor, Trivandrum View Location",Be the first one to rate,"oiva solutions , refurbished laptop sales, laptop services, mobile repair & accessories shop located at ss kovil road, thampanoor, to experience the difference. Oiva Solutions. Mobil Phone Repair & Accessories. This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of... + More",Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Sales and Service
254,Mobiquick,8089561156 7907565419,"Malaparamba, Calicut View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Calicut. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment ga... + More",Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Sales and Service
255,STAR MOBILE PALACE,9446847943 9995859615,"Parassala, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile Phone Servicing Sales and Service
256,B fix repair Hub,9656128123 9072800001,"Puthanathani, Malappuram View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Malappuram. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishmen... + More",Also listed In Mobile Phone apple service Mobile Chargers & Adaptor Mobile Phone Batteries,Also listed In Mobile Phone apple service Mobile Chargers & Adaptor Mobile Phone Batteries
257,POOJATHEERTHAM MOBILES,9400609080 9497594949,"Vithura, Trivandrum View Location",Be the first one to rate,"The No.1 sales and repairing centre in Trivandrum. We sell the 'Original Means' ""Original"". Most modern repair facility with 10 year long experts. We undertake Servicing and repairing of all models of mobile phone. We use only genuine spares for servicing which guarantee the effective working of your device. * Best... + More",Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile Phone Servicing,Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile Phone Servicing
258,My Phones,8157956141,"Pandalam, Pathanamthitta View Location",Be the first one to rate,All types of Mobilephone sales and service,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Phone Accessories Shop,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Phone Accessories Shop
259,KMS Mobile Hub,9497727033 9447017006,"Punalur, Kollam View Location",Be the first one to rate,,Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Mobile Chargers & Adaptor,Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Mobile Chargers & Adaptor
260,Cellphone Repair Centre,09895290686 9995511655,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"!It's first time in Trivandrum! What will you do to fix a broken smartphone screen? FREE Pickup COD Available! GMA service introduce ""spot pickup system "" Whatever maybe your phone complaints we picked up in your spot . Our service Cracked Screen| Water Damage | Software update | country unlock | virus scanning | No ... + More",Also listed In Mobile Phone apple service Branded Mobile & Second Hand Mobile Phone Mobile Care,Also listed In Mobile Phone apple service Branded Mobile & Second Hand Mobile Phone Mobile Care
261,WIFI Mobiles,9656686812 9656686810,"Choonad, Alleppey View Location",Be the first one to rate,best mobile shop in Alappuzha,Also listed In Mobile Phone Sales and Service,Also listed In Mobile Phone Sales and Service
262,J SQUARE MOBILES,9388666661 9388888688,"Ulloor, Trivandrum View Location",Be the first one to rate,"J square mobiles have two branches at Ulloor and Kesavadasapuram. 10 years of experience in Mobile business. Largest collection Accesories, that available at whole sale rate. Computerised mobile repairing. We are using latest technology for servicing mobiles, like IC level hardware repair, country unlock, touch glass replacement etc.",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Mobile Phone Servicing,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Mobile Phone Servicing
263,Impulse Mobiles,9747267712 9539818680,"Thodupuzha, Idukki View Location",Be the first one to rate,"All types of branded mobile phones sales, servicing and accessories etc..... & EMI available",Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing Sales and Service
264,Nano Digital Hub,9447724991,"Thodupuzha, Idukki View Location",Be the first one to rate,"Mobile phone Shop. All types of branded mobiles sales and service. Dealers of Samsung, Nokia, Vivo, Oppo, moto, Lava, spice etc....",Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service
265,Digital Planet,8289916529,"Thodupuzha, Idukki View Location",Be the first one to rate,Mobiles & Electronics Shop. Dealers of all types of branded mobilephones and electronics appliances,Also listed In Mobile Phone Mobiles & Electronics Sales and Service,Also listed In Mobile Phone Mobiles & Electronics Sales and Service
266,Manka Mobiles & Times,9947282811 7012818816 9656915628,"Thodupuzha, Idukki View Location",Be the first one to rate,"Mobiles & Watch shop. All types of branded mobiles and watches available. Dealers of MI, NOKIA, ASUS, honor, moto, Vivo, mobiistar, Oppo etc.....",Also listed In Mobile Phone Mobile Phone Shop Mobiles & Electronics Sales and Service,Also listed In Mobile Phone Mobile Phone Shop Mobiles & Electronics Sales and Service
