,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
203,RRiF Visoka škola za financijski menadžment,world rank  8537,"Marticeva 29
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
204,Ruaha Catholic University,world rank  11453,"PO Box 774
Iringa
Iringa
Tanzania",+255 (27) 02431,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Ruaha Catholic University
|
Faculty of Information and Communication Technology Faculty of Law Faculty of Arts and Social Sciences Faculty of Business and Management Sciences",['sports facilities']
205,RUDN University,world rank  941,"ul. Mikluho-Maklaja 6
Moscow
117198 Moscow
Russia",+7 (499) 936 8787,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
206,Rudny Industrial Institute,world rank  7888,"50 let Oktyabrya Str., 38
Rudny
111500 Kostanay Region
Kazakhstan",+7 (71431) 5 07 03,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,For-Profit,"International Association for the Exchange of Students for Technical Experience (IAESTE)
Deutscher Akademischer Austauschdienst (DAAD)","Rudny Industrial Institute
|
Faculty of Electrical Engineering Faculty of Mining Industry Faculty of Economics Faculty of Distance Learning","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
207,Ruhr-Universität Bochum,world rank  111,"Universitätsstrasse 150
Bochum
44801 North Rhine-Westphalia
Germany",+49 (234) 32 25483,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Utrecht Network","Ruhr-Universität Bochum
|
Faculty of Protestant Theology Faculty of Catholic Theology Faculty of Philosophy, Education and Journalism Faculty of History Faculty of Philology Faculty of Law Faculty of Economics Faculty of Social Science Faculty of East Asian Studies Faculty of Sports Science Faculty of Psychology Faculty of Civil Engineering Faculty of Mechanical Engineering Faculty of Electrical Engineering and Information Sciences Faculty of Mathematics Faculty of Physics and Astronomy Faculty of Geosciences Faculty of Chemistry and Biochemistry Faculty of Biology and Biotechnology Faculty of Medicine","['library', 'housing', 'sports facilities', 'financial aid']"
208,Rumbek University,world rank  Un,"Rumbek
Lakes
South Sudan",+211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
209,Ruppin Academic Center,world rank  6484,"Emek Hefer
4025000 Central District
Israel",+972 (9) 898 3030,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
210,Ruprecht-Karls-Universität Heidelberg,world rank  143,"Grabengasse 1
Heidelberg
69117 Baden-Wurttemberg
Germany",+49 (6221) 540,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"International Association of Universities (IAU)
European University Association (EUA)
European Association for International Education (EAIE)
League of European Research Universities (LERU)
Coimbra Group
Hochschulrektorenkonferenz (HRK)
Deutscher Akademischer Austauschdienst (DAAD)
German U15","Ruprecht-Karls-Universität Heidelberg
|
Faculty of Biosciences Faculty of Chemistry and Earth Sciences Faculty of Mathematics and Computer Science Faculty of Physics and Astronomy Faculty of Philosophy Faculty of Modern Languages Faculty of Theology Faculty of Law Faculty of Economics and Social Sciences Faculty of Behavioural and Cultural Studies Medical Faculty Heidelberg Medical Faculty Mannheim","['library', 'housing', 'sports facilities', 'financial aid']"
211,Rusangu University,world rank  10947,"PO Box 660391
Monze
10101 Southern Province
Zambia",+260 976 271 138,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,"Association of African Universities (AAU)
Adventist Accrediting Association (AAA)
Higher Education Authority (HEA)","Rusangu University
|
School of Business School of Education School of Health Sciences School of Humanities and School Sciences School of Science and Technology School of Theology and Religious Studies School of Graduate Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
212,Rush University,world rank  2312,"600 S Paulina Street
Chicago
60612 Illinois
United States",+1 (312) 942 7100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Council on Accreditation of Nurse Anesthesia Educational Programs (AANA)
Association for Clinical Pastoral Education (ACPEAC), Accreditation Commission
American Occupational Therapy Association (AOTA)",Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
213,Rusizi International University,world rank  Un,"PO Box 360
Rusizi
Western Province
Rwanda",+250 782 035 785,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Rusizi International University
|
Faculty of Health Sciences Faculty of Education",['library']
214,Russian National Research Medical University,world rank  2433,"ul. Ostrovityanova, 1
Moscow
117997 Moscow
Russia",+7 (495) 434 3074,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Russian National Research Medical University
|
Therapeutic Faculty Faculty of Paediatrics Medicobiologic Faculty Faculty of Dentistry Faculty of Pharmacy Faculty of Social Sciences and Psychology","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
215,Russian New University,world rank  3994,"Radio, 22
Moscow
105005 Moscow
Russia",+7 (495) 105 0383,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
216,Russian Presidential Academy of National Economy and Public Administration,world rank  397,"82- 84, Prospect Vernadskogo
Moscow
119571 Moscow
Russia",+7 (495) 663 6084,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Russian Presidential Academy of National Economy and Public Administration
|
Institute of Business Studies Institute of Public Administration and Civil Service Institute for Social Sciences Institute of Industrial Management Graduate School of Public Administration Institute of Law and National Security Graduate School of Corporate Management Higher School of Finance and Management Department of Management and Marketing Faculty of Economic and Social Sciences Department of Finance and Banking Faculty of Economics","['library', 'housing', 'sports facilities', 'financial aid']"
217,Russian State Agricultural University,world rank  2898,"st. Timiryazevskaya, 49
Moscow
127550 Moscow
Russia",+7 (495) 976 0480,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
218,Russian State Geological Prospecting University,world rank  5292,"ul. Mikluho-Maklaya 23
Moscow
117873 Moscow
Russia",+7 (495) 433 5633,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
219,Russian State Hydrometeorological University,world rank  3847,"98 Malookhtinskiy Avenue
Saint Petersburg
195196 Saint Petersburg
Russia",+7 (812) 444 4163,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Observatory Magna Charta Universitatum
University Twinning and Networking Programme (UNESCO-UNIT)","Russian State Hydrometeorological University
|
Faculty of Meteorology Faculty of Hydrology Faculty of Oceanology Faculty of Ecologies and Physics of Nature Faculty of Economics and Social-Humanitarian Sciences Faculty of Information Systems","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
220,Russian State Institute of Performing Arts,world rank  6744,"Mokhovaia, 34
Saint Petersburg
Saint Petersburg
Russia",+7 (812) 273 1072,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
221,Russian State Social University,world rank  2320,"4-1, Vilgelma Pika Street
Moscow
129226 Moscow
Russia",+7 (495) 255 6767,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"International Sociological Association (ISA)
European Sociological Association (ESA)
European University Association (EUA)","Russian State Social University
|
Faculty of Social Work, Pedagogics and Juvenology Faculty of Psychology, Social Medicine and Rehabilitation Technologies Faculty of Economics Faculty of Law Faculty of Sociology and Social Management Faculty of Labour Safety and IT Faculty of Arts Faculty of Foreign Languages Faculty of Humanities Faculty of Communicative Management","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
222,Russian State University A.N. Kosygin,world rank  4601,"ul. Sadovnicheskaya, 33, Building 1
Moscow
113806 Moscow
Russia",+7 (495) 951 3148,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
223,Russian State University for the Humanities,world rank  1565,"pl. Mjusskaja 6
Moscow
125267 Moscow
Russia",+7 (95) 250 2016,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Russian State University for the Humanities
|
Faculty of History, Political Science and Law Institute of European Cultures Marques Block Russian-French Centre for Historical Anthropology Faculty of Philosophy History of Art Faculty Historical-Philological Faculty Institute of Information Sciences and Security Technologies Mass-Media Institute Linguistic Institute Psychology Institute Faculty of Management Faculty of Economics Archives School","['library', 'sports facilities']"
224,Russian State University of Oil and Gas,world rank  1590,"prosp. Leninskij 65
Moscow
117917 Moscow
Russia",+7 (95) 930 92 25,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Russian State University of Oil and Gas
|
Faculty of Petroleum Geology and Geophysics Faculty of Reservoir Engineering Faculty of Pipeline Engineering, Construction and Operation Faculty of Mechanical Engineering Faculty of Chemical and Environmental Engineering Faculty of Automation and Computer Engineering Faculty of Economics and Management Faculty of International Energy Business School of Law School of Humanities International School of Business",['library']
225,"Russian State University of Physical Culture, Sport and Tourism",world rank  2516,"Lilac Avenue, 4
Moscow
105122 Moscow
Russia",+7 (499) 166 5490,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
226,Russian State University of Tourism and Services,world rank  5514,"p. Cherkizovo, Main, 99
Moscow
141220 Moscow
Russia",+7 (495) 993 3317,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
227,Russian-Armenian University,world rank  5835,"123 Hovsep Emin Street
Yerevan
0051 Yerevan
Armenia",+374 (10) 261 193,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,For-Profit,"Agence Universitaire de la Francophonie (AUF)
Association of the Tourism and Service Studies Universities
European Public Law Organiaztion (EPLO)
Association of Clasical russian Universities
Association of Technical Universities
Association of Asian Universities
Eurasian Association of Universities","Russian-Armenian University
|
Institute of Mathematics and Computer Science Institute of Engineering and Physics Institute of Biomedicine and Pharmacy Institute of Economics and Business Institute of Law and Politics Institute of Humanities Institute of Media, Advertising and Film Production Institute of Oriental Studies","['library', 'sports facilities', 'distant learning']"
228,Russian-Tajik Slavonic University,world rank  8501,"Tursun-zade str. 30
Dushanbe
734025 Dushanbe
Tajikistan",+992 (37) 221 3550,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Russian-Tajik Slavonic University
|
Faculty of Economics Faculty of History and International relations Faculty of Law Faculty of Management and Information Technologies Faculty of Philology",['library']
229,Rust College,world rank  5016,"150 Rust Avenue
Holly Springs
38635 Mississippi
United States",+1 (662) 252 8000,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Council on Social Work Education (CSWE)
Mississippi State Department of Education
University Senate of the United Methodist Church","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
230,Rustaq College of Education,world rank  11088,"PO Box 10
Al-Rustaq
329 Al Batinah South
Oman",+968 2677 4823,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
231,"Rutgers, The State University of New Jersey",world rank  40,"83 Somerset Street
New Brunswick
08901-1281 New Jersey
United States",+1 (732) 932 1766,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Engineering Accreditation Commission (EAC) of ABET
Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council on the Section of Legal Education and Admissions to the Bar","Association of American Universities (AAU)
Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
232,Ryazan State Agrotechnological University,world rank  8005,"1 Kostycheva St
Ryazan
390044 Ryazan Oblast
Russia",+7 (4912) 35 35 01,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Ryazan State Agrotechnological University
|
Faculty of Veterinary Medicine and Biotechnology Faculty of Engineering Faculty of Technology Faculty of Economics and Management Faculty of Pre-University Training and Vocational Education","['library', 'housing']"
233,Ryazan State Medical University,world rank  4558,"ul. Vyssokovoltnaya, 9
Ryazan
390026 Ryazan Oblast
Russia",+7 (4912) 45 08 29,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,For-Profit,no-data,"Ryazan State Medical University
|
Faculty of Medical Business Faculty of Pediatrics Faculty of Medical and Prophylactic Business Faculty of Pharmacy Faculty of Stomatology Faculty of Clinical Psychology","['library', 'housing', 'sports facilities', 'distant learning']"
234,Ryazan State Radio Engineering University,world rank  5193,"Gagarin str, 59 / 1
Ryazan
391000 Ryazan Oblast
Russia",+7 (4912) 721 844,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Ryazan State Radio Engineering University
|
Faculty of Radio Engineering and Telecommunications Faculty of Electronics Faculty of Automation and Information Technologies in Control Faculty of Computer Engineering Faculty of Engineering and Economics Human Sciences Institute",['library']
235,Ryazan State University,world rank  3639,"Svoboda Str. 46
Ryazan
390000 Ryazan Oblast
Russia",+7 (4912) 280 584,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Ryazan State University
|
Institute of Foreign Languages Institute of Psychology, Pedagogy and Social Work Institute of Lifelong Education Faculty of Physics and Mathematics Faculty of History and International Relations Faculty of Natural Sciences and Tourism Faculty of Russian Philology and Culture Faculty of Economics Faculty of Sports Faculty of Law Faculty of Sociology and Management","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
236,Rybinsk State Aviation Technical University,world rank  8706,"ul. Puškina 53
Rybinsk
152934 Yaroslavl Oblast
Russia",+7 (855) 520 990,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
237,Ryerson University,world rank  212,"350 Victoria Street
Toronto
M5B 2K3 Ontario
Canada",+1 (416) 979 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
Council of Ontario Universities (COU)","Ryerson University
|
Faculty of Arts Faculty of Communication and Design Faculty of Community Services Faculty of Engineering, Architecture and Science Faculty of Nursing Ted Rogers School of Management Graduate Studies School of Continuing Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
238,Ryotokuji University,world rank  9858,"Urayasu
Chiba
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
239,Ryukoku University,world rank  1899,"67 Tsukamoto-cho
Kyoto
612-8577 Kyoto
Japan",+81 (75) 642 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
240,Ryutsu Keizai University,world rank  5758,"120 Hirahata
Ryugasaki
301-8555 Ibaraki
Japan",+81 (297) 64 0001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Ryutsu Keizai University
|
Faculty of Economics Faculty of Business Administration Faculty of Sociology Faculty of Tourism Faculty of Distribution and Logistics Systems Faculty of Business Law Faculty of Self-Governing Administration Faculty of Sports Health Science Graduate School of Economics Graduate School of Sociology Graduate School of Logistics Graduate School of Law Graduate School of Sports Science","['library', 'financial aid']"
