,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
344,University of Zambia,world rank  1841,"Great East Road Campus, PO Box 32379
Lusaka
10101 Lusaka
Zambia",+260 (211) 250 871,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of African Universities (AAU)","University of Zambia
|
School of Mines School of Medicine School of Law School of Agricultural Sciences School of Natural Sciences School of Humanities and Social Sciences School of Engineering School of Veterinary Medicine School of Education Directorate of Research and Graduate Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
345,University of Zawiya,world rank  9035,"PO Box 16418
Zawiya
Tripolitania
Libya",+218 (23) 762 6384,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Arab Universities (AArU)
Association of African Universities (AAU)
League of Islamic Universities (LIU)","University of Zawiya
|
Faculty of Engineering Sciences Faculty of Human Medicine Faculty of Science Veterinary and Agricultural Sciences Faculty of Arts Faculty of Dentistry Faculty of Economics Faculty of Education Faculty of Law Faculty of Pharmacy Faculty of Medical Technology Faculty of Physical Education Faculty of Natural Resources Faculty of Oil and Gas Faculty of Public Health Faculty of Information Technology","['library', 'housing', 'sports facilities', 'distant learning', 'career services']"
346,University of Zimbabwe,world rank  3765,"PO Box MP 167
Harare
Harare
Zimbabwe",+263 (4) 303211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of African Universities (AAU)
Southern African Regional Universities Association (SARUA)","University of Zimbabwe
|
Faculty of Agriculture Faculty of Arts Faculty of Commerce Faculty of Education Faculty of Engineering Faculty of Law Faculty of Science Faculty of Social Studies Faculty of Veterinary Science College of Health Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
347,University of Zululand,world rank  5425,"1 Main Road Vulindlela
Kwadlangezwa
3886 KwaZulu-Natal
South Africa",+27 (35) 902 6030,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Universities South Africa (USA),"University of Zululand
|
Faculty of Arts Faculty of Commerce, Admin and Law Faculty of Education Faculty of Science and Agriculture","['library', 'housing', 'sports facilities', 'financial aid']"
348,University Prof. Dr. Assen Zlatarov,world rank  7498,"1 Prof. Jakimov Str.
Burgas
8010 Burgas
Bulgaria",+359 (56) 860 041,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"University Prof. Dr. Assen Zlatarov
|
Faculty of Social Sciences Faculty of Technical Sciences Faculty of Natural Sciences Faculty of Social Health and Health Care Technical College Medical College Tourism College","['library', 'housing', 'sports facilities']"
349,Univerza na Primorskem,world rank  3050,"Titov trg 4
Koper
6000 Slovene Littoral
Slovenia",+386 (5) 611 75 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Univerza na Primorskem
|
Faculty of Humanistic Studies Faculty of Management Faculty of Mathematics, Natural Sciences and Information Technologies Faculty of Education Faculty of Tourism Studies College of Health Care Izola Science and Research Centre Institute of Natural Sciences and Technology","['library', 'sports facilities']"
350,Univerza v Ljubljani,world rank  456,"Kongresni trg 12
Ljubljana
1000 Lower Carniola
Slovenia",+386 (1) 241 8500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Utrecht Network","Univerza v Ljubljani
|
Academy of Music Academy of Theatre, Radio, Film and Television Academy of Fine Arts and Design Biotechnical Faculty Faculty of Economics Faculty of Architecture Faculty of Arts Faculty of Mathematics and Physics Faculty of Computer and Information Sciences Faculty of Sport Faculty of Mechanical Engineering Faculty of Medicine Faculty of Natural Sciences and Engineering Faculty of Education Faculty of Theology Faculty of Maritime Studies and Transport","['library', 'sports facilities']"
351,Univerza v Mariboru,world rank  1436,"Slomškov trg 15
Maribor
2000 Styria
Slovenia",+386 (2) 235 5280,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Univerza v Mariboru
|
Faculty of Agriculture Faculty of Chemistry and Chemical Engineering Faculty of Civil Engineering Faculty of Criminal Justice in Ljubljana Faculty of Electrical Engineering and Computer Science Faculty of Economics and Business Faculty of Education Faculty of Law Faculty of Mechanical Engineering Faculty of Medicine Faculty of Health care Faculty of Organizational Studies in Kranj Faculty of Social Sciences Theological Faculty Faculty of Logistics in Krško and Celje Faculty of Natural sciences and Mathematics","['library', 'sports facilities']"
352,Univerza v Novem mestu,world rank  9598,"Na Loko 2
Novo mesto
8000 Lower Carniola
Slovenia",+386 (7) 393 0010,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Univerza v Novem mestu
|
Faculty of Business, Management and Informatics Faculty of Business and Management Sciences Faculty of Health Sciences Faculty of Technologies and Systems",['library']
353,Univerza v Novi Gorici,world rank  5257,"Vipavska 13, p.p. 301, Rožna Dolina
Nova Gorica
5000 Slovene Littoral
Slovenia",+386 (5) 331 5 223,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,European University Association (EUA),"Univerza v Novi Gorici
|
School of Applied Sciences Graduate School School of Humanities School of Environmental Sciences School of Engineering and Management School for Viticulture and Enology",['library']
354,Univerzita Hradec Králové,world rank  3458,"Rokitanskeho 62
Hradec Králové
500 03 Hradec Kralove Region
Czech Republic",+420 493 331 111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Univerzita Hradec Králové
|
Faculty of Education Faculty of Informatics and Management Philosophical Faculty Faculty of Science","['library', 'housing', 'sports facilities', 'financial aid']"
355,Univerzita J. Selyeho,world rank  7354,"Bratislavská cesta 3322
Komárno
945 01 Nitra
Slovakia",+421 (35) 326 0848,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Univerzita J. Selyeho
|
Faculty of Economics Faculty of Pedagogy Reformed Theological Faculty","['library', 'housing', 'sports facilities', 'financial aid']"
356,Univerzita Jana Amose Komenského Praha,world rank  7502,"Rohacova 63
Prague
130 00 Prague
Czech Republic",+420 267 199 012,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
357,Univerzita Jana Evangelisty Purkyne v Ústí nad Labem,world rank  2577,"Pasteurova 3544/1
Ústí nad Labem
400 96 Usti nad Labem Region
Czech Republic",+420 475 286 222,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Univerzita Jana Evangelisty Purkyne v Ústí nad Labem
|
Faculty of Art and Design Faculty of Arts Faculty of Education Faculty of Environment Faculty of Health Studies Faculty of Mechanical Engineering Faculty of Science Faculty of Social and Economic Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
358,Univerzita Karlova,world rank  207,"Ovocný trh 3-5
Prague
116 36 Prague
Czech Republic",+420 224 491 302,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European University Association (EUA)
Coimbra Group
International Forum of Public Universities (IFPU)","Univerzita Karlova
|
Faculty of Liberal arts Faculty of Law 1st Faculty of Medicine 2nd Faculty of Medicine 3rd Faculty of Medicine Catholic Theological Faculty Evangelical Theological Faculty Hussite Theological Faculty Faculty of Science Faculty of Mathematics and Physics Faculty of Education Faculty of Social Sciences Faculty of Physical Education and Sport Faculty of Humanities Faculty of Medicine in Plzen Faculty of Medicine in Hradec Králové Faculty of Pharmacy in Hradec Králové","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
359,Univerzita Komenského v Bratislave,world rank  1030,"Šafárikovo námestie 6
Bratislava
814 99 Bratislava
Slovakia",+421 (2) 5924 4225,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Utrecht Network","Univerzita Komenského v Bratislave
|
Faculty of Arts Faculty of Education Faculty of Evangelical Theology Faculty of Law Faculty of Management Faculty of Mathematics Physics and Informatics Faculty of Medicine Faculty of Natural Sciences Faculty of Pharmacy Faculty of Physical Education and Sports Faculty of Social and Economic Sciences Jessenius Faculty of Medicine in Martin Roman Catholic Faculty of Theology","['library', 'sports facilities', 'financial aid', 'distant learning']"
360,Univerzita Konštantína Filozofa v Nitre,world rank  2199,"Tr. A. Hlinku 1
Nitra
949 74 Nitra
Slovakia",+421 (37) 640 8001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Univerzita Konštantína Filozofa v Nitre
|
Faculty of Arts Faculty of Central European Studies Faculty of Education Faculty of Natural Sciences Faculty of Social Sciences and Health Care","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
361,Univerzita Mateja Bela v Banskej Bystrici,world rank  2071,"Národná 12
Banská Bystrica
974 01 Banska Bystrica
Slovakia",+421 (48) 446 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Univerzita Mateja Bela v Banskej Bystrici
|
Faculty of Arts Faculty of Economics Faculty of Education Faculty of Law Faculty of Natural Sciences Faculty of Political Sciences and International Relations","['library', 'sports facilities']"
362,Univerzita Palackého v Olomouci,world rank  894,"Krizkovskeho 8
Olomouc
771 47 Olomouc Region
Czech Republic",+420 585 631 004,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Univerzita Palackého v Olomouci
|
Sts Cyril and Methodius Faculty of Theology Faculty of Medicine and Dentistry Faculty of Arts Faculty of Science Faculty of Education Faculty of Physical Culture Faculty of Law Faculty of Health Sciences","['library', 'housing', 'sports facilities', 'distant learning', 'career services']"
363,Univerzita Pardubice,world rank  2291,"Studentská 95
Pardubice
532 10 Pardubice Region
Czech Republic",+420 466 036 111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Univerzita Pardubice
|
Faculty of Arts and Philosophy Faculty of Chemical Technology Faculty of Economics and Administration Faculty of Electrical Engineering and Informatics Faculty of Health Studies Faculty of Restoration Faculty of Transport Engineering","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
364,Univerzita Pavla Jozefa Šafárika v Košiciach,world rank  2640,"Šrobárova 2
Košice
041 80 KoSice
Slovakia",+421 (55) 234 1100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Univerzita Pavla Jozefa Šafárika v Košiciach
|
Faculty of Arts Faculty of Law Faculty of Medicine Faculty of Public Administration Faculty of Science","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
365,Univerzita sv. Cyrila a Metoda v Trnave,world rank  5022,"Nám. Jozefa Herdu 2
Trnava
917 01 Trnava
Slovakia",+421 (33) 556 5115,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Univerzita sv. Cyrila a Metoda v Trnave
|
Faculty of Arts Faculty of Mass Media Communication Faculty of Natural Sciences Faculty of Social Sciences Institute of Physiotherapy, Balneology and Medical Rehabilitation","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
366,Univerzita Tomáše Bati ve Zlíne,world rank  2415,"Námìstí T.G. Masaryka 5555
Zlín
760 01 Zlin Region
Czech Republic",+420 57 603 8120,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European University Association (EUA)
Observatory Magna Charta Universitatum
Danube Rectors' Conference (DRC)
European Federation of National Engineering Associations (FEANI)","Univerzita Tomáše Bati ve Zlíne
|
Faculty of Technology Faculty of Management and Economics Faculty of Multimedia Communications Faculty of Applied Informatics Faculty of Humanities Faculty of Logistics and Crisis Management","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
367,Univerzita Veterinárskeho Lekárstva a Farmácie v Košiciach,world rank  6046,"Komenského 73
Košice
041 81 KoSice
Slovakia",+421 (55) 633 0127,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
368,Univerzitet Bijeljina,world rank  9782,"Pavlovica put bb
Bijeljina
76300 Republika Srpska
Bosnia and Herzegovina",+387 (55) 351 222,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
369,Univerzitet Crne Gore,world rank  2710,"Cetinjska 2
Podgorica
81000
Montenegro",+382 (20) 414 209,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Univerzitet Crne Gore
|
Faculty of Economics Faculty of Law Faculty of Electrical Engineering Faculty of Metallurgy and Technology Faculty of Political Sciences Faculty of Civil Engineering Faculty of Mechanical Engineering Faculty of Natural Sciences and Mathematics Faculty of Medicine Faculty of Philosophy in Nikšic Faculty of Fine Arts in Cetinje Faculty of Drama in Cetinje Music Academy in Cetinje Faculty of Marine Studies in Kotor Faculty of Tourism and Hotel Management in Kotor Faculty of Applied Physiotherapy in Igalo Faculty of Agriculture","['library', 'housing', 'sports facilities', 'financial aid']"
370,Univerzitet Džemal Bijedic u Mostaru,world rank  8428,"University Campus, M. Tita bb
Mostar
88104 Herzegovina-Neretva Canton
Bosnia and Herzegovina",+387 (36) 570 790,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Univerzitet Džemal Bijedic u Mostaru
|
Faculty of law Faculty of economy Faculty of humanities Faculty of civil engineering Faculty of mechanical engineering Faculty of education Faculty of information technologies Agro Mediterranean Faculty","['library', 'sports facilities', 'distant learning']"
371,Univerzitet Educons,world rank  9089,"Vojvode Putnika 87
Sremska Kamenica
21208 Vojvodina
Serbia",+381 (21) 489 3604,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Univerzitet Educons
|
Faculty for Sports and Tourism Faculty of Business and Service Faculty of European Legal and Political Studies Faculty of Project and Innovation Management","['library', 'distant learning']"
372,Univerzitet Megatrend,world rank  7035,"Bulevar maršala Tolbuhina 8
New Belgrade
11070 Belgrade
Serbia",+381 (11) 220 3029,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Univerzitet Megatrend
|
Faculty of Arts and Design Faculty of Business Studies Faculty of Culture and Media Faculty of International Economics Faculty of Law, Public Service and Security Faculty of Management Faculty for Biopharming Faculty of Computer Science",['library']
373,Univerzitet Metropolitan,world rank  6766,"Tadeusz Košcuška 63
Belgrade
11000 Belgrade
Serbia",+381 (11) 203 0885,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Univerzitet Metropolitan
|
Faculty of Information Technology Faculty of Management Faculty of Digital Arts","['library', 'sports facilities', 'financial aid', 'distant learning']"
374,Univerzitet modernih znanosti-CKM Mostar,world rank  12668,"Kneza Domagoja 12
Mostar
88000 Herzegovina-Neretva Canton
Bosnia and Herzegovina",+387 (36) 320 347,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
375,Univerzitet Privredna akademija,world rank  10917,"Cvecarska br. 2
Novi Sad
21000 Vojvodina
Serbia",+381 (21) 531 020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Univerzitet Privredna akademija
|
Faculty of Law Faculty of Economics and Engineering Management Faculty of Dentistry Faculty of Applied Management, Economics and Finance Faculty of Pharmacy",['Not reported']
376,Univerzitet Sinergija Bijeljina,world rank  10912,"Raje Banicica Street
Bijeljina
76300 Republika Srpska
Bosnia and Herzegovina",+387 (55) 213 132,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,no-data,"Univerzitet Sinergija Bijeljina
|
Faculty of Business Economics Faculty of Law Faculty of Philology Faculty of Informatics and Computing Faculty of Dramatic and Cinematic Arts","['library', 'sports facilities', 'financial aid', 'career services']"
377,Univerzitet Singidunum,world rank  4781,"Danijelova 32
Belgrade
11000 Belgrade
Serbia",+381 (11) 3093 220,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Conference of Universities of the Republic of Serbia (KONUS)
United Nations World Tourism Organization (UNWTO)","Univerzitet Singidunum
|
Faculty of Applied Ecology Faculty of Business Faculty of Economics, Finance, and Administration Faculty of Media and Communications Faculty of Physical Culture and Sports Management","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
378,Univerzitet Sv. Kiril i Metódij vo Skopje,world rank  2755,"Bulevar 'Krste Misirkov' b.b.
Skopje
1000
North Macedonia",+389 (2) 329 3293,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Univerzitet Sv. Kiril i Metódij vo Skopje
|
Faculty of Architecture Civil Engineering Faculty Faculty of Electrotechnical and Informatics Technology Faculty of Mechanical Engineering Technological-Metallurgy Faculty Faculty of Natural Sciences Faculty of Economics Faculty of Law Philosophical Faculty Faculty of Philology Pedagogical Faculty Medical Faculty Faculty of Pharmacy Faculty of Dentistry Faculty of Physical Culture Faculty of Agriculture and Food Faculty of Forestry Faculty of Veterinary Medicine Faculty of Drama Arts Faculty of Figure Arts Faculty of Music","['library', 'sports facilities']"
379,Univerzitet Sv. Kliment Ohridski vo Bitola,world rank  6942,"Bulevar 1-vi maj bb
Bitola
7000
North Macedonia",+389 (47) 223 788,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
International Association of Universities (IAU)","Univerzitet Sv. Kliment Ohridski vo Bitola
|
Technical Faculty, Bitola Faculty of Economics, Prilep Faculty of Tourism and Catering, Ohrid Pedagogical Faculty, Bitola Faculty of Biotechnological Sciences, Bitola Faculty of Administration and Information Management, Bitola Faculty of Security, Skopje Faculty of Technology, Veles Faculty of Law, Kicevo Higher Vocational Medical School, Bitola99","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
380,Univerzitet u Banjoj Luci,world rank  4764,"Bulevar vojvode Petra Bojovica 1A
Banja Luka
78000 Republika Srpska
Bosnia and Herzegovina",+387 (51) 321 171,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
UNIADRION
Agence Universitaire de la Francophonie (AUF)","Univerzitet u Banjoj Luci
|
Academy of Arts Faculty of Architecture, Civil Engineering and Geodesy Faculty of Economics Faculty of Electrical Engineering Faculty of Mechanical Engineering Faculty of Medicine Faculty of Agriculture Faculty of Law Faculty of Natural Sciences and Mathematics Faculty of Mining Engineering Faculty of Technology Faculty of Political Sciences Faculty of Physical Education and Sport Faculty of Philology Faculty of Philosophy Faculty of Forestry Faculty of Security Sciences","['library', 'housing', 'sports facilities']"
381,Univerzitet u Beogradu,world rank  731,"Studentski trg broj 1
Belgrade
11000 Belgrade
Serbia",+381 (11) 635 153,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Univerzitet u Beogradu
|
Faculty of Architecture Faculty of Biology Faculty of Defectology Faculty of Economics Faculty of Sports and Physical Education Faculty of Security Studies Faculty of Organizational Sciences Faculty of Political Sciences Faculty of Physical Chemistry Faculty of Pharmacy Faculty of Philology Faculty of Philosophy Faculty of Physics Faculty of Geography Faculty of Civil Engineering Faculty of Chemistry","['library', 'sports facilities']"
382,Univerzitet u Bihacu,world rank  9120,"Pape Ivana Pavla II 2/2
Bihac
77000 Una-Sana Canton
Bosnia and Herzegovina",+387 (37) 222 022,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Univerzitet u Bihacu
|
Faculty of Technical Engineering Faculty of Economics Faculty of Biotechnical Sciences Faculty of Pedagogy Faculty of Law College of Nursing Studies Islamic Faculty of Education",['library']
383,Univerzitet u Istocnom Sarajevu,world rank  6857,"Vuka Karadžiæa 30
Lukavica
71123 Republika Srpska
Bosnia and Herzegovina",+387 (57) 340 464,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Univerzitet u Istocnom Sarajevu
|
Academy of Fine Arts Faculty of Theology Faculty of Economics - Pale Faculty of Economics - Brcko Faculty of Electrical Engineering Faculty of Philosophy Faculty of Physical Education Faculty of Foreign Trade Faculty of Production and Management Faculty of Mechanical Engineering Music Academy Faculty of Medicine Faculty of Education Faculty of Agriculture Faculty of Law Faculty of Transport and Traffic Engineering Faculty of Dentistry Faculty of Technology",['library']
384,Univerzitet u Kragujevcu,world rank  3550,"Jovana Cvijica b.b.
Kragujevac
34000 Sumadija and Western Serbia
Serbia",+381 (34) 370 270,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Univerzitet u Kragujevcu
|
Faculty of Engineering Sciences Faculty of Economics Faculty of Science Faculty of Law Faculty of Medical Sciences Faculty of Philology and Arts Faculty of Technical Sciences Faculty of Agronomy Faculty of Mechanical and Civil Engineering Faculty of Pedagogical Sciences Teachers Training Faculty Faculty of Hotel Management and Tourism","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
385,Univerzitet u Nišu,world rank  2355,"Univerzitetski trg 2
Niš
18106 Southern and Eastern Serbia
Serbia",+381 (18) 257 956,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Univerzitet u Nišu
|
Faculty of Civil Engineering and Architecture Faculty of Economics Faculty of Electronic Engineering Faculty of Arts Faculty of Law Faculty of Mechanical Engineering Faculty of Medicine Faculty of Occupational Safety Faculty of Philosophy Faculty of Physical Culture Faculty of Science and Mathematics Faculty of Technology Teacher-Training Faculty","['library', 'sports facilities']"
386,Univerzitet u Novom Sadu,world rank  1337,"Trg Dositeja Obradovica 5
Novi Sad
21000 Vojvodina
Serbia",+381 (21) 485 2020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"European University Association(EUA)
Danube Rectors' Conference (DRC)
Inter-University Centre Dubrovnik (IUC)
European University Fondation / Campus Europae (EUF-CE)
Central European Exchange Program for University Studies (CEEPUS)
Balkan Universities Network (BUN)
Association of Carpathian Region Universities (ACRU)
The Adriatic - Ionian Initiative (UNIADRION)
Alpe Adria Initiative Universities’ Network (ALADIN)","Univerzitet u Novom Sadu
|
Faculty of Philosophy in Novi Sad Faculty of Agriculture in Novi Sad Faculty of Law in Novi Sad Faculty of Technology in Novi Sad Faculty of Economics in Subotica Faculty of Technical Sciences in Novi Sad Faculty of Medicine in Novi Sad Faculty of Sciences in Novi Sad Academy of Arts in Novi Sad Faculty of Civil Engineering in Subotica Mihajlo Pupin Technical Faculty in Zrenjanin Faculty of Sports and Physical Education in Novi Sad Faculty of Education in Sombor Teachers' Training Faculty in Hungarian in Subotica","['library', 'housing', 'sports facilities', 'distant learning']"
387,Univerzitet u Sarajevu,world rank  1713,"Obala Kulina Bana 7/II
Sarajevo
71000 Sarajevo Canton
Bosnia and Herzegovina",+387 (33) 226 378,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European University Association (EUA)
Danube Rectors' Conference (DRC)
Inter-University Centre Dubrovnik (IUC Dubrovnik)
Global University Network for Innovation (GUNI)
Euro-Mediterranean University (EMUNI)
Association of Univesities of the Adriatic-Ionian area (UniAdrion)
Federation of the Universities of the Islamic World (FUIW)
Consorzio Universitario Africa e Mediterraneo (CUAM)
Agence universitaire de la Francophonie (AUF)
EVOLTREE
Alps-Adriatic Rectors' Conference
Balkan Universities Association (BUA)","Univerzitet u Sarajevu
|
Academy of Fine Arts Drama Academy Faculty of Architecture Faculty of Economics Faculty of Electrical Engineering Faculty of Criminal Science Faculty of Political Science Faculty of Physical Education Faculty of Transportation and Communications Faculty of Pharmacy Faculty of Philosophy Faculty of Civil Engineering Faculty of Islamic Studies Faculty of Mechanical Engineering Medical Faculty Music Academy College of Teacher Education Faculty of Agriculture Faculty of Law Faculty of Natural Sciences and Mathematics Faculty of Dental Medicine Faculty of Forestry Faculty of Veterinary Medicine Medical Healthcare College","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
388,Univerzitet u Travniku,world rank  11607,"Aleja konzula br. 5
Travnik
72270 Central Bosnia Canton
Bosnia and Herzegovina",+387 (30) 870 371,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Univerzitet u Travniku
|
Faculty of Management and Business Economics Law Faculty in Kiseljak Faculty of Education in Travnik Faculty of Technical Studies in Travnik Faculty of Pharmacy and Health",['library']
389,Univerzitet u Tuzli,world rank  4791,"Dr. Tihomila Markovica Br. 1
Tuzla
75000 Tuzla Canton
Bosnia and Herzegovina",+387 (35) 300 500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Univerzitet u Tuzli
|
Medical School Business School Academy of Drama Faculty of Law Faculty of Education and Rehabilitation Faculty of Economics Faculty of Electrical Engineering Faculty of Mechanical Engineering Faculty of Medicine Faculty of Mining, Geology and Civil Engineering Faculty of Natural Sciences and Mathematics Faculty of Technology Faculty of Philosophy Faculty of Pharmacy","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
390,Univerzitet u Zenici,world rank  9352,"Fakultetska 3
Zenica
72000 Zenica-Doboj Canton
Bosnia and Herzegovina",+387 (32) 444 420,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Rektorska konferencija Bosne i Hercegovine (RKBiH)
UNIADRION Rector's Conference
Alpe-Adria Rector's Conference","Univerzitet u Zenici
|
Faculty of Metallurgy and Technology Faculty of Mechanical Engineering Faculty of Philosophy Faculty of Economics Faculty of Law Faculty of Medicine Faculty of Islamic Pedagogy Faculty of Polytechnics","['library', 'housing', 'sports facilities', 'career services']"
391,Univerzitet umetnosti u Beogradu,world rank  7903,"Kosancicev venac 29
Belgrade
11000 Belgrade
Serbia",+381 (11) 625 166,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Univerzitet umetnosti u Beogradu
|
Faculty of Fine Arts Faculty of Music Faculty of Applied Arts Faculty of Dramatic Arts",['library']
