,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
200,Grodno State Medical University,world rank  3948,"80 M. Gorky Street
Grodno
230009 Grodno Region
Belarus",+375 (152) 446 812,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Deutscher Akademischer Austauschdienst (DAAD)
Association for Medical Education in Europe (AMEE)","Grodno State Medical University
|
Faculty of General Medicine Faculty of Pediatrics Faculty of Medical Diagnostics Faculty of Mental Health Medicine Medical Faculty for International Students Advanced Training Faculty","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
201,Groupe ISA,world rank  6519,"48 Boulevard Vauban
Lille
59046 Hauts-de-France
France",+33 (0)3 28 38 48 48,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Conférence des Grandes Ecoles (CGE)
Fédération des établissements d'enseignement supérieur d'intérêt collectif (FESIC)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
202,Grove City College,world rank  2213,"100 Campus Drive
Grove City
16127-2104 Pennsylvania
United States",+1 (724) 458 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","National Association of Christian College Admissions Professionals (NACCAP)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
203,GSFC University,world rank  11674,"Vigyan Bhavan, PO Fertilizernagar GSFC
Vadodara
391 750 Gujarat
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
204,Guagua National Colleges,world rank  13117,"Rep. Eligio Lagman St., Santa Filomena
Guagua
2003 Central Luzon
Philippines",+63 (45) 900-4366,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,Philippine Society of Information Technology Educators (PSITE),"Guagua National Colleges
|
School of Education","['library', 'sports facilities', 'financial aid', 'distant learning']"
205,Guang Dong Polytechnic College,world rank  12707,"Clifford Avenue, Gaoyao
Zhaoqing
Guangdong
China",+86 (758) 838 7888,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
206,Guangdong Baiyun University,world rank  7122,"1 Xueyuan Road, Baiyun District
Guangzhou
510450 Guangdong
China",+86 (20) 3609 3333,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
207,Guangdong Medical University,world rank  6573,"2 Wenming Donglu, Xiashan District
Zhanjiang
524023 Guangdong
China",+86 (759) 238 8505,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
208,Guangdong Ocean University,world rank  7706,"Huguangyan
Zhanjiang
524088 Guangdong
China",+86 (759) 233 9331,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
209,Guangdong Peizheng College,world rank  9116,"53 Peizheng Avenue, Chini Town, Huadu District
Guangzhou
510830 Guangdong
China",+86 (20) 8671 0135,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
210,Guangdong Pharmaceutical University,world rank  8107,"280 Daxuecheng Outer Ring East Road, Panyu District
Guangzhou
Guangdong
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
211,Guangdong Polytechnic Normal University,world rank  6993,"293 Zhonghshan Dadao, Tianhe District
Guangzhou
510633 Guangdong
China",+86 (20) 3826 5465,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
212,Guangdong Technion Israel Institute of Technology,world rank  10769,"Shantou
Guangdong
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
213,Guangdong University of Education,world rank  6127,"351 XinGangZhong Road
Guangzhou
510303 Guangdong
China",+86 (20) 3411 3233,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
214,Guangdong University of Finance,world rank  8858,"527 Fuk Road, Tianhe District
Guangzhou
510521 Guangdong
China",+86 (20) 8705 3916,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
215,Guangdong University of Finance and Economics,world rank  3294,"21 Luntou Road, Haizhu District
Guangzhou
510320 Guangdong
China",+86 (20) 8409 6846,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
216,Guangdong University of Foreign Studies,world rank  1442,"2 Baiyun Dadaon
Guangzhou
510420 Guangdong
China",+86 (20) 3620 7007,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Guangdong University of Foreign Studies
|
Faculty of English Language and Culture Faculty of European Languages and Cultures Faculty of Asian Languages and Cultures Faculty of Chinese Language and Culture Department of Physical Education Department of Chinese for International Students English School attached to Guangdong University of Foreign Studies School of English and Education School of English for International Business School of International Trade and Economics School of Management School of Informatics School of Legal Studies School of Politics and Public Administration School of Interpreting and Translation Studies School of Journalism and Communication College of Art College of Continuing Education International College Division for Graduate Studies","['library', 'sports facilities', 'financial aid']"
217,Guangdong University of Petrochemical Technology,world rank  6255,"139 Guandu ERlu
Maoming
525000 Guangdong
China",+86 (668) 292 3716,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Guangdong University of Petrochemical Technology
|
School of Chemical and Environmental Engineering School of Chemistry and Life Science School of Mechanical and Electrical Engineering School of Computer Science and Electronic Information School of Liberal Arts and Law School of Foreign Languages School of Science School of Management and Economy School of Architecture School of Adult Education","['library', 'housing', 'sports facilities', 'financial aid']"
218,Guangdong University of Science and Technology,world rank  10831,"Dongguan
Guangdong
China",+86 (769) 8621 1555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
219,Guangdong University of Technology,world rank  1123,"100 Waihuan Xi Road
Guangzhou
510080 Guangdong
China",+86 (20) 8761 7779,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
220,Guangxi Arts University,world rank  8923,"7th Jiaoyu Road
Nanning
530022 Guangxi
China",+86 (771) 531 3138,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
221,Guangxi Medical University,world rank  3480,"22 Shuangyong Road
Nanning
530021 Guangxi
China",+86 (771) 535 2512,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
222,Guangxi Normal University,world rank  2817,"15 Yucailu
Guilin
541004 Guangxi
China",+86 (773) 585 0311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
223,Guangxi Normal University for Nationalities,world rank  8818,"1 Lichuan Road
Chongzuo
532200 Guangxi
China",+86 (771) 787 0769,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
224,Guangxi Science and Technology Normal University,world rank  8603,"966 Tiebei Avenue
Laibin
546199 Guangxi
China",+86 (772) 662 0808,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
225,Guangxi Teachers Education University,world rank  2049,"175 Mingxiu Donglu
Nanning
530001 Guangxi
China",+86 (771) 390 8095,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
226,Guangxi University,world rank  2965,"100 Daxue Road
Nanning
530004 Guangxi
China",+86 (771) 323 8638,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
227,Guangxi University for Nationalities,world rank  3793,"188 East Daxue Road
Nanning
530006 Guangxi
China",+86 (711) 326 0111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
228,Guangxi University of Chinese Medicine,world rank  7211,"179 Mingxiu Donglu
Nanning
530001 Guangxi
China",+86 (711) 313 7577,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
229,Guangxi University of Finance and Economics,world rank  4797,"100 Ming Xiu West Road
Nanning
530003 Guangxi
China",+86 (771) 382 0711,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
230,Guangxi University of Foreign Languages,world rank  13380,"19 Wuhe Avenue, Qingxiu District
Nanning
Guangxi
China",+86 (771) 479 7111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
231,Guangxi University of Science and Technology,world rank  7385,"268 Donghuanlu
Liuzhou
545006 Guangxi
China",+86 (772) 268 7357,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
232,Guangzhou Academy of Fine Arts,world rank  6470,"Outer Ring Road
Guangzhou
510006 Guangdong
China",+86 (20) 3936 2158,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
233,Guangzhou College of Commerce,world rank  9927,"Kowloon Avenue 206, Luogang District
Guangzhou
Guangdong
China",+86 (20) 8287 6130,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
234,Guangzhou Maritime University,world rank  9744,"101 Hongshan 3rd Road, Huangpu
Guangzhou
Guangdong
China",+86 (20) 3208 3039,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
235,Guangzhou Medical University,world rank  7458,"195 West Dongfeng Road
Guangzhou
510182 Guangdong
China",+86 (20) 8134 0448,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
236,Guangzhou Sport University,world rank  6026,"1268, Middle Guangzhou Dadao
Guangzhou
510500 Guangdong
China",+86 (20) 8755 3731,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
237,Guangzhou University,world rank  3053,"230 Wai Huan Xi Road
Guangzhou
510405 Guangdong
China",+86 (20) 8639 5129,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
238,Guangzhou University of Chinese Medicine,world rank  6555,"232 Waihuan Dong Road, Panyu District
Guangzhou
510405 Guangdong
China",+86 (20) 3658 5503,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
239,Guildhall School of Music and Drama,world rank  2466,"Silk Street, Barbican
London
EC2Y 8DT London
United Kingdom",+44 (20) 7628 2571,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
240,Guilford College,world rank  2399,"5800 W Friendly Avenue
Greensboro
27410-4108 North Carolina
United States",+1 (336) 316 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"North Carolina Department of Public Instruction (NCDPI)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
241,Guilin Medical University,world rank  5661,"109 North Ring Road
Guilin
541004 Guangxi
China",+86 (773) 589 5812,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
242,Guilin Tourism University,world rank  12718,"26 Liangfeng Road, Yanshan District
Guilin
541006 Guangxi
China",+86 (773) 369 1009,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
243,Guilin University of Aerospace Technology,world rank  6119,"2 Jinji Road
Guilin
541004 Guangxi
China",+86 (773) 225 3075,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
244,Guilin University of Electronic Technology,world rank  4311,"1 Jinji Road
Guilin
541004 Guangxi
China",+86 (773) 560 1372,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
245,Guilin University of Technology,world rank  8325,"12 Jian'gan Road
Guilin
541004 Guangxi
China",+86 (773) 589 5613,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
246,Guimaras State College,world rank  12378,"Mc Lain
Buenavista
5044 Western Visayas
Philippines",+63 (33) 580 8244,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
247,Guiyang University,world rank  9520,"Guiyang
Guizhou
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
248,Guiyang University Traditional Chinese Medicine,world rank  8898,"Qingnan Road, Huaxi University Town
Guiyang
550025 Guizhou
China",+86 0851-88233004,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Guiyang University Traditional Chinese Medicine
|
Law Department Applied Psychology Department Preclinical Medicine Department Pharmacy Department Department of Acupuncture Moxibustion and Massage Department of Nursing Department of Foreign Languages Experimental Animal Research Institute Department of Social Sciences Department of Physical Education Department of Medical Humanities First Department of Clinical Medicine Second Department of Clinical Medicine",['library']
249,Guizhou Education University,world rank  8651,"115 Gaoxin Road, Wudang District
Guiyang
550018 Guizhou
China",+86 (851) 581 5957,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
250,Guizhou Institute of Technology,world rank  11408,"1 Caiguan Road, Yunyan District
Guiyang
550003 Guizhou
China",+86 (851) 821 0705,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
251,Guizhou Medical University,world rank  6866,"1 City Road
Guiyang
550002 Guizhou
China",+86 (851) 592 8633,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
252,Guizhou Minzu University,world rank  9553,"Huaxi District
Guiyang
550025 Guizhou
China",+86 (851) 361 2620,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
253,Guizhou Normal University,world rank  4060,"116 Baoshanbei Road, Yuanyan District
Guiyang
550001 Guizhou
China",+86 (851) 676 6891,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
254,Guizhou University,world rank  2741,"Xueshi Road, Huaxi District
Guiyang
550025 Guizhou
China",+86 (851) 385 1187,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
255,Guizhou University of Commerce,world rank  12697,"No. 1, 26th Avenue, Maijiao Town, Baiyun District
Guiyang
550014 Guizhou
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
256,Guizhou University of Engineering Science,world rank  12285,"College Road
Bijie
551700 Guizhou
China",+86 (857) 833 0068,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
257,Guizhou University of Finance and Economics,world rank  5182,"33 Ring Road
Guiyang
550003 Guizhou
China",+86 (851) 582 4725,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
258,Gujarat Ayurved University,world rank  8003,"Chanakya Bhavan, Hospital Road, Opposite City B Division Police Station
Jamnagar
361 008 Gujarat
India",+91 (288) 255 7324,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
259,Gujarat Forensic Sciences University,world rank  8156,"Near Directorate of Forensic Science, Sector 9
Gandhinagar
382 007 Gujarat
India",+91 (79) 23977102,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
260,Gujarat National Law University,world rank  6224,"Attalika Avenue, Knowledge Corridor, Koba
Gandhinagar
382 028 Gujarat
India",+91 (79) 2328 7157,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
261,Gujarat Technological University,world rank  2286,"JACPC Building, L.D.College of Engineering Campus, Navrangpura
Ahmedabad
380 015 Gujarat
India",+91 (79) 2630 0499,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
262,Gujarat University,world rank  4853,"PO Box 4010 Navrangpura
Ahmedabad
380 009 Gujarat
India",+91 (79) 630 1919,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
263,Gujarat University of Transplantation Sciences,world rank  12499,"IKDRC-ITS Premises, Civil Hospital Campus, Asarwa
Ahmedabad
380 016 Gujarat
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
264,Gujarat Vidyapith,world rank  8044,"PO Navjivan Ashram Road
Ahmedabad
380 014 Gujarat
India",+91 (79) 275 41148,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Gujarat Vidyapith
|
Faculty of Education Arts and Social Science","['library', 'housing', 'sports facilities', 'distant learning']"
265,Gulbarga University,world rank  10845,"Jnana Ganga
Gulbarga
585 106 Karnataka
India",+91 (8472) 263 202,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
All India Council of Technical Education (AICTE)
National Council for Teacher Eduction (NCTE)
All India Survey on Higher Education (AISHE)","Gulbarga University
|
Faculty of Science and Technology Faculty of Social Sciences Faculty of Arts and Humanities Faculty of Commerce and Business Administration Faculty of Law Faculty of Education","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
266,Gulf Coast State College,world rank  3699,"5230 West U.S. Highway 98
Panama City
32401 Florida
United States",+1 (850) 769 1551,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,no-data,"National Athletic Association (NAA)
National Junior College Athletic Association (NJCAA)",['Not reported']
267,Gulf College,world rank  9521,"PO Box 885
Al-Khuwair
133 Muscat
Oman",+968 2446 8666,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Arab Universities (AARU)
Arab European Leadership Network in Higher Education (ARELEN)
Association for the Advancement of Sustainability in Higher Education (AASHE)
Arab Organization for Quality Assurance in Education (AROQA)
International Network for Quality Assurance Agencies in Higher Education (INQAAHE)
United Nations Academic Impact (UNAI)
International Organization for Standardisation (ISO)
Oman Quality Network in Higher Education (OQNHE)","Gulf College
|
Faculty of Business and Management Studies Faculty of Computing Sciences Faculty of Foundation Studies Postgraduate Centre","['library', 'housing', 'sports facilities']"
268,Gulf Medical University,world rank  7266,"Behind Shk Khalifa Hospital, PO Box 4184
Ajman
4184 Ajman
United Arab Emirates",+971 (6) 743 1333,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,"International Association for Dental Research (IADR)
Association for Medical Education in Europe (AMEE)
Institute of International Education (IIE)
Association of Universities of Asia and the Pacific (AUAP)
Eurasian Universities Association (EUA)
Association of Arab Universities (AArU)
Mediterranean Universities Union (UNIMED)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'career services']"
269,Gulf University,world rank  9410,"Building 1964, Road 4363, Block 743
Sanad
Capital Governorate
Bahrain",+973 (17) 620 092,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Gulf University
|
College of Administration and Financial Science College of Computer Engineering and Sciences College of Engineering College of Law",['library']
270,Gulf University for Science and Technology,world rank  5895,"Block 5, Building 1, Mubarak Al-Abdullah Area
Mishref
32093 Hawalli
Kuwait",+965 2530 7000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,International Assembly for Collegiate Business Education (IACBE),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
271,Guliston Davlat Universiteti,world rank  9246,"4-th Microrayon
Guliston
120100 Sirdaryo
Uzbekistan",+998 (672) 225 0275,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Guliston Davlat Universiteti
|
Faculty of Natural Sciences Faculty of Physics and Mathematics Faculty of Social Economy Faculty of Physical Culture Faculty of Education Faculty of Foreign Languages",['library']
272,Gulu University,world rank  9050,"PO Box 166
Gulu
Northern Region
Uganda",+256 (471) 329 21,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Gulu University
|
Faculty of Agriculture and Environment Faculty of Business and Development Studies Faculty of Education and Humanities Faculty of Medicine Faculty of Science Institute of Peace and Strategic Studies Institute of Research and Graduate Studies",['library']
273,Gumma Paz College,world rank  8783,"Takasaki
Gunma
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
274,Gümüshane Üniversitesi,world rank  4819,"Gümüshane Üniversitesi Rektörlügü Baglarbasi, Merkez
Gumushane
29000 Gumushane
Turkey",+90 (456) 233 7320,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
275,Gunma Prefectural College of Health Sciences,world rank  8321,"Maebashi
Gunma
Japan",+81 (27) 235 1211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
276,Gunma Prefectural Women's University,world rank  7426,"1395-1 Kminote Tmamura-machi
Tamamura
370-1193 Gunma
Japan",+81 (270) 65 8511,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
277,Gunma University,world rank  1628,"4-2 Aramaki-Machi
Maebashi
371-8510 Gunma
Japan",+81 (27) 220 7627,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Gunma University
|
Faculty of Education, Aramaki Campus Faculty of Social and Information Studies, Aramaki Campus Faculty of Medicine, Showa Campus Faculty of Engineering, Kiryu Campus","['library', 'sports facilities']"
278,Gunma University of Social Welfare,world rank  9165,"Maebashi
Gunma
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
279,Guram Tavartkiladze Teaching University,world rank  11807,"5 Samghereti Street
Tbilisi
0101 Tbilisi
Georgia",+995 (32) 660 291,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Guram Tavartkiladze Teaching University
|
Faculty of Business Administration Faculty of Law Faculty of Social Sciences",['library']
